Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.76942771 6154.2113 0.671010087438 -0.673888299754 2458019.494 0.0578636484861
Si 6155.65082274 6155.116 0.850130187885 -1.81377059638 2458019.494 0.0578636484861
Ca(a) 6156.58245965 6156.01 0.868768319617 0.0165984432689 2458019.494 0.0578636484861
Ca(b) 6166.98776356 6166.422 0.746326977218 -0.356275123105 2458019.494 0.217808016101
Sc(a) 6194.2243629 6193.6502 0.899472922973 -0.0704419099981 2458019.494 0.0378735566134
V(b) 6199.761946 6199.2273 0.651090505707 -2.00780775173 2458019.494 0.0378735566134
Sc(b) 6211.23812762 6210.6865 0.664486428945 -1.23526810032 2458019.494 0.0355518437631
V(d) 6216.89487129 6216.3595 0.66857326128 -2.04411140911 2458019.494 0.0355518437631
Co 6250.10918166 6249.5426 0.850810979697 -0.683089813904 2458019.494 0.0541742407451
V(f) 6252.3652879 6251.8362 0.626100791833 -2.49223972257 2458019.494 0.0541742407451
Ti 6261.64467401 6261.1265 0.604389525023 -3.05284759141 2458019.494 0.0853656372368
La 6262.85456486 6262.2919 0.890890531218 -0.926099251407 2458019.494 0.0853656372368
