Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6153.64322101 6154.2113 0.738959005766 -0.245207396153 2457787.877 0.0103631219129
Si 6154.50202387 6155.116 0.903384562915 -2.47816109811 2457787.877 0.0103631219129
Ca(b) 6165.84672395 6166.422 0.776392905837 -0.54051264472 2457787.877 0.208766964108
V(b) 6198.64945304 6199.2273 0.680305610595 -0.516821909853 2457787.877 0.076780960817
Sc(b) 6210.10291822 6210.6865 0.744871331695 -0.74224009743 2457787.877 0.117210473527
V(d) 6215.76014834 6216.3595 0.665617498009 -1.47756558064 2457787.877 0.117210473527
Co 6248.99411294 6249.5426 0.857730487078 1.11769412121 2457787.877 0.407893634383
V(f) 6251.25425342 6251.8362 0.67313620321 -0.47823161789 2457787.877 0.407893634383
Ti 6260.55085671 6261.1265 0.594724397129 -0.1347757151 2457787.877 0.0416264388406
La 6261.67220745 6262.2919 0.82222301618 -2.2398569239 2457787.877 0.0416264388406
