Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.69591643 6154.2113 0.731068053545 1.03264937642 2458040.513 0.185074245743
Si 6155.55713903 6155.116 0.851273351997 -1.0899088775 2458040.513 0.185074245743
Ca(b) 6166.86842013 6166.422 0.770488717028 -0.872402136936 2458040.513 0.273479360956
V(b) 6199.5844369 6199.2273 0.648645567362 -5.30802816589 2458040.513 0.29396098463
Sc(b) 6211.1773262 6210.6865 0.578607368147 1.11778986487 2458040.513 0.29396098463
V(d) 6216.86732468 6216.3595 0.618792436464 1.9164956625 2458040.513 0.29396098463
Co 6249.92827156 6249.5426 0.790229845378 -4.07741039043 2458040.513 0.0410805670901
V(f) 6252.25480036 6251.8362 0.587334290708 -2.50408389768 2458040.513 0.0410805670901
Ti 6261.53930755 6261.1265 0.595290215312 -2.8114500044 2458040.513 0.0410805670901
La 6262.70889076 6262.2919 0.777120217676 -2.6147310065 2458040.513 0.0410805670901
