Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.75701675 6154.2113 0.699157925662 -1.94688678003 2458015.523 0.0278998416179
Ca(a) 6156.60802622 6156.01 0.858856002769 0.594530499009 2458015.523 0.0278998416179
Ca(b) 6166.96441867 6166.422 0.747051203633 -2.16001771004 2458015.523 0.304856482433
V(b) 6199.75917562 6199.2273 0.639890905838 -2.80987489874 2458015.523 0.127501124727
Sc(b) 6211.23513305 6210.6865 0.675773324442 -2.0479176865 2458015.523 0.150834269961
V(d) 6216.91578419 6216.3595 0.680363645262 -1.70286024729 2458015.523 0.150834269961
Co 6250.11980689 6249.5426 0.863635995283 -0.841041619187 2458015.523 0.17817793324
V(f) 6252.39247659 6251.8362 0.60488471238 -1.8555660306 2458015.523 0.17817793324
Ti 6261.6561492 6261.1265 0.581933360559 -3.17101752545 2458015.523 0.101658713039
La 6262.79162869 6262.2919 0.885045260708 -4.6091054981 2458015.523 0.101658713039
