Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.77265728 6154.2113 0.674328533054 -0.591456548315 2458019.541 0.0797899559715
Si 6155.64239116 6155.116 0.862864268681 -2.29972507509 2458019.541 0.0797899559715
Ca(a) 6156.57204933 6156.01 0.890205153877 -0.565726037367 2458019.541 0.0797899559715
Ca(b) 6166.97717554 6166.422 0.748169958043 -0.946388821137 2458019.541 0.256784626762
Sc(a) 6194.1818346 6193.6502 0.900230704333 -2.20537242377 2458019.541 0.0517257396999
V(b) 6199.73936063 6199.2273 0.662270934187 -3.17578430247 2458019.541 0.0517257396999
Sc(b) 6211.23136209 6210.6865 0.679509565262 -1.63706962375 2458019.541 0.179123368051
V(d) 6216.89803634 6216.3595 0.673139642265 -1.96636676464 2458019.541 0.179123368051
Co 6250.13367852 6249.5426 0.835997251986 0.417845264623 2458019.541 0.119919869156
V(f) 6252.3760497 6251.8362 0.645150823457 -2.05082500401 2458019.541 0.119919869156
Ti 6261.65389404 6261.1265 0.591368826388 -2.68607279606 2458019.541 0.017304895685
La 6262.84059079 6262.2919 0.882131980366 -1.67053795081 2458019.541 0.017304895685
