Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.80129895 6154.2113 0.685735214216 -0.896257775771 2458002.562 0.0631092049032
Si 6155.6776087 6155.116 0.873480282395 -2.28422422086 2458002.562 0.0631092049032
Ca(a) 6156.60321253 6156.01 0.847276807953 -0.748054187501 2458002.562 0.0631092049032
Ca(b) 6167.0073054 6166.422 0.762242223107 -1.18155364677 2458002.562 0.114594779873
Sc(a) 6194.25685225 6193.6502 0.907057282785 -0.27276479079 2458002.562 0.0605259888909
V(b) 6199.76967701 6199.2273 0.621528571403 -3.4096800598 2458002.562 0.0605259888909
Sc(b) 6211.26971766 6210.6865 0.677920311774 -1.48534789709 2458002.562 0.0278906932136
V(d) 6216.92718082 6216.3595 0.671177284966 -2.26086123907 2458002.562 0.0278906932136
Co 6250.14511118 6249.5426 0.866747009371 -0.734346724489 2458002.562 0.0238145826517
V(f) 6252.40587132 6251.8362 0.637164721278 -2.32080767262 2458002.562 0.0238145826517
Ti 6261.68302519 6261.1265 0.596083027909 -2.9912621752 2458002.562 0.0382670615876
La 6262.87091621 6262.2919 0.87360125006 -1.9187745972 2458002.562 0.0382670615876
