Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.77886279 6154.2113 0.704471675724 -0.849955426036 2458015.505 0.104820255698
Si 6155.61007177 6155.116 0.893353360959 -4.43597011948 2458015.505 0.104820255698
Ca(a) 6156.58026726 6156.01 0.849228019437 -0.726242999441 2458015.505 0.104820255698
Ca(b) 6166.97877518 6166.422 0.741853094162 -1.42956510785 2458015.505 0.363595126722
Sc(a) 6194.14393114 6193.6502 0.898247360307 -4.60229126541 2458015.505 0.0601370055901
V(b) 6199.77702116 6199.2273 0.629434678429 -1.91427360759 2458015.505 0.0601370055901
Sc(b) 6211.22985193 6210.6865 0.684833512496 -2.27101614117 2458015.505 0.044281810684
V(d) 6216.90354867 6216.3595 0.676782537369 -2.26134340675 2458015.505 0.044281810684
Co 6250.12276413 6249.5426 0.839280449091 -0.667083506868 2458015.505 0.0618254383127
V(f) 6252.38216552 6251.8362 0.633073933142 -2.31835219643 2458015.505 0.0618254383127
Ti 6261.65452711 6261.1265 0.598663227482 -3.21673920036 2458015.505 0.0579917034542
La 6262.82759767 6262.2919 0.892704620219 -2.85398347193 2458015.505 0.0579917034542
