Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.77131153 6154.2113 0.697006677218 -0.637057556439 2458019.527 0.022429908075
Si 6155.65265155 6155.116 0.882287291411 -1.77963454241 2458019.527 0.022429908075
Ca(a) 6156.59809633 6156.01 0.901165807983 0.723618621329 2458019.527 0.022429908075
Ca(b) 6166.99409029 6166.422 0.763857126602 -0.103476420871 2458019.527 0.10575774883
Sc(a) 6194.20186533 6193.6502 0.908162551856 -1.21514979028 2458019.527 0.0670389484241
V(b) 6199.76880991 6199.2273 0.61284623778 -1.73064173346 2458019.527 0.0670389484241
Sc(b) 6211.23735999 6210.6865 0.672874339867 -1.32734777553 2458019.527 0.202926867279
V(d) 6216.89942415 6216.3595 0.676722535754 -1.87939147711 2458019.527 0.202926867279
Co 6250.1067322 6249.5426 0.860533133568 -0.855672719519 2458019.527 0.0707220764364
V(f) 6252.36991211 6251.8362 0.633474499229 -2.32534311308 2458019.527 0.0707220764364
Ti 6261.65254629 6261.1265 0.591058772886 -2.73064948109 2458019.527 0.0461498277234
La 6262.83692266 6262.2919 0.878433907459 -1.82626243088 2458019.527 0.0461498277234
