Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.65822879 6154.2113 0.700235472349 -1.11951417676 2458039.498 0.0484127370781
Si 6155.56257679 6155.116 0.897097542028 -1.13987272328 2458039.498 0.0484127370781
Ca(a) 6156.43305909 6156.01 0.875644086536 -2.28911870946 2458039.498 0.0484127370781
Ca(b) 6166.88331809 6166.422 0.774024384047 -0.462608110514 2458039.498 0.0876222609462
V(b) 6199.6086389 6199.2273 0.637877033117 -4.4518180359 2458039.498 0.10599515634
Sc(b) 6211.1203323 6210.6865 0.696507228249 -1.95023424925 2458039.498 0.186648958502
V(d) 6216.77709871 6216.3595 0.674152793775 -2.75278757139 2458039.498 0.186648958502
Co 6249.96775483 6249.5426 0.83634940757 -2.49707465432 2458039.498 0.187790282078
V(f) 6252.27431561 6251.8362 0.624481104855 -1.88262721076 2458039.498 0.187790282078
Ti 6261.53051995 6261.1265 0.594019877288 -3.54750512747 2458039.498 0.0444276459364
La 6262.6965236 6262.2919 0.843897136274 -3.5221894892 2458039.498 0.0444276459364
