Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.79267742 6154.2113 0.699181578924 -0.916532522568 2458008.51 0.061461450488
Si 6155.66972757 6155.116 0.903366141731 -2.26835001882 2458008.51 0.061461450488
Ca(a) 6156.59765549 6156.01 0.84360715897 -0.618864633716 2458008.51 0.061461450488
Ca(b) 6167.00558194 6166.422 0.752798130044 -0.865400693029 2458008.51 0.0978449675794
V(b) 6199.76639141 6199.2273 0.636416187346 -3.16868023119 2458008.51 0.098956224007
Sc(b) 6211.25366572 6210.6865 0.637895078247 -1.86071850444 2458008.51 0.123884376972
V(d) 6216.92805258 6216.3595 0.683777284019 -1.81879054076 2458008.51 0.123884376972
Co 6250.14358786 6249.5426 0.854930696512 -0.407471579301 2458008.51 0.144961830256
V(f) 6252.40351853 6251.8362 0.637615680819 -2.03370847039 2458008.51 0.144961830256
Ti 6261.68519244 6261.1265 0.606333897499 -2.48741891994 2458008.51 0.0405871019317
La 6262.85936351 6262.2919 0.879832002731 -2.07221592318 2458008.51 0.0405871019317
