Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.22622262 6154.2113 0.700448481701 -4.77156547149 2457186.55 0.0179317583299
Si 6155.11990836 6155.116 0.882113952595 -5.30850690849 2457186.55 0.0179317583299
Ca(a) 6156.02380622 6156.01 0.875541251697 -4.82618350669 2457186.55 0.0179317583299
Ca(b) 6166.44348024 6166.422 0.741890090127 -4.45397411376 2457186.55 0.109537796238
Sc(a) 6193.66887156 6193.6502 0.904683203709 -4.59461105721 2457186.55 0.0465862375935
V(b) 6199.22428851 6199.2273 0.612218919097 -5.64473547102 2457186.55 0.0465862375935
Sc(b) 6210.7071929 6210.6865 0.672687432889 -4.4994536805 2457186.55 0.0945179321039
V(d) 6216.36735372 6216.3595 0.622088881479 -5.11998146485 2457186.55 0.0945179321039
Co 6249.57786198 6249.5426 0.830882164429 -3.80630121623 2457186.55 0.0834739310051
V(f) 6251.83738333 6251.8362 0.616549671833 -5.44221688148 2457186.55 0.0834739310051
Ti 6261.11534564 6261.1265 0.560361065818 -6.03345789746 2457186.55 0.0158308235711
La 6262.28712684 6262.2919 0.845106076153 -5.72766195599 2457186.55 0.0158308235711
