Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.79747954 6154.2113 0.704273271519 -1.02244289439 2458002.531 0.0238068787473
Si 6155.68698328 6155.116 0.889966532573 -1.76730798758 2458002.531 0.0238068787473
Ca(a) 6156.61622508 6156.01 0.848511972232 -0.0539154743151 2458002.531 0.0238068787473
Ca(b) 6167.0158699 6166.422 0.742529439611 -0.704885398226 2458002.531 0.141823484747
V(b) 6199.77632603 6199.2273 0.610097763554 -3.02791309178 2458002.531 0.0798837785504
Sc(b) 6211.26522164 6210.6865 0.665115927325 -1.64252327272 2458002.531 0.128142678767
V(d) 6216.92185711 6216.3595 0.677648403348 -2.45778239848 2458002.531 0.128142678767
Co 6250.14730253 6249.5426 0.857054819005 -0.569154399867 2458002.531 0.0848328691586
V(f) 6252.41007179 6251.8362 0.676952918223 -2.05924459471 2458002.531 0.0848328691586
Ti 6261.68211431 6261.1265 0.60199367281 -2.97490659806 2458002.531 0.0338588514931
La 6262.87914578 6262.2919 0.875696760517 -1.46453086669 2458002.531 0.0338588514931
