Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.58938782 6154.2113 0.704475082966 -5.43831240326 2457596.54 0.0326416332567
Si 6155.50262705 6155.116 0.876546641829 -5.02482001484 2457596.54 0.0326416332567
Ca(a) 6156.41552112 6156.01 0.882042756298 -4.10679415792 2457596.54 0.0326416332567
Ca(b) 6166.80057506 6166.422 0.698022765706 -5.45110407787 2457596.54 0.312000069365
Sc(a) 6194.0247703 6193.6502 0.900523278958 -5.72604954024 2457596.54 0.0319176881903
V(b) 6199.57792254 6199.2273 0.592136100836 -6.90127872589 2457596.54 0.0319176881903
Sc(b) 6211.05592176 6210.6865 0.674611150433 -6.02451081329 2457596.54 0.046375811678
V(d) 6216.73376374 6216.3595 0.619741129248 -5.8071226412 2457596.54 0.046375811678
Co 6249.93573642 6249.5426 0.819870633947 -4.99707089277 2457596.54 0.0710334813921
V(f) 6252.19853477 6251.8362 0.590049981562 -6.48203916357 2457596.54 0.0710334813921
Ti 6261.48456391 6261.1265 0.561750413057 -6.71247497462 2457596.54 0.0314846881525
La 6262.67079501 6262.2919 0.839359562892 -5.71773774976 2457596.54 0.0314846881525
