Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.79243167 6154.2113 0.711032048153 -1.23551223586 2458002.516 0.0747672779888
Si 6155.6825433 6155.116 0.903357035784 -1.95071231006 2458002.516 0.0747672779888
Ca(a) 6156.61553685 6156.01 0.842140180595 -0.0544547170883 2458002.516 0.0747672779888
Ca(b) 6167.01223133 6166.422 0.751308792877 -0.848904065756 2458002.516 0.142962911869
Sc(a) 6194.22278502 6193.6502 0.905904476866 -1.82986918574 2458002.516 0.0797699536289
V(b) 6199.77472524 6199.2273 0.621859232064 -3.07238024305 2458002.516 0.0797699536289
Sc(b) 6211.26258289 6210.6865 0.661328213015 -1.73698482086 2458002.516 0.0933017668133
V(d) 6216.9196547 6216.3595 0.660747500111 -2.53107038101 2458002.516 0.0933017668133
Co 6250.1446783 6249.5426 0.843088049599 -0.662126390127 2458002.516 0.0492183782616
V(f) 6252.40867893 6251.8362 0.619743556733 -2.09308202481 2458002.516 0.0492183782616
Ti 6261.67807039 6261.1265 0.595232602824 -3.13566989344 2458002.516 0.0503970057586
La 6262.85726908 6262.2919 0.875563789012 -2.47955118629 2458002.516 0.0503970057586
