Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.62439956 6154.2113 0.675926499872 -5.67559137603 2457603.55 0.0753111905904
Si 6155.49612923 6155.116 0.882761234628 -7.28552299902 2457603.55 0.0753111905904
Ca(a) 6156.46800845 6156.01 0.859191219043 -3.49293618241 2457603.55 0.0753111905904
Ca(b) 6166.83455445 6166.422 0.699336267253 -5.74198708246 2457603.55 0.0990448950946
Sc(a) 6194.101043 6193.6502 0.880375621598 -3.97565107349 2457603.55 0.125927216439
V(b) 6199.60865177 6199.2273 0.586889432917 -7.35819484036 2457603.55 0.125927216439
Sc(b) 6211.12332447 6210.6865 0.665427644061 -4.71270138465 2457603.55 0.0751724321298
V(d) 6216.78524086 6216.3595 0.592890467755 -5.26684930606 2457603.55 0.0751724321298
Co 6250.00566858 6249.5426 0.805553664106 -3.58408155955 2457603.55 0.298134873968
V(f) 6252.23567275 6251.8362 0.574690828639 -6.6439397072 2457603.55 0.298134873968
Ti 6261.52568677 6261.1265 0.523205177724 -6.68608573606 2457603.55 0.154191745187
La 6262.72168379 6262.2919 0.785205725709 -5.22387083907 2457603.55 0.154191745187
