Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.72483797 6154.2113 0.699195251367 -4.37050939668 2457640.495 0.0243887355219
Si 6155.62609569 6155.116 0.874961848326 -4.54196528546 2457640.495 0.0243887355219
Ca(a) 6156.53826764 6156.01 0.877803305675 -3.66000478936 2457640.495 0.0243887355219
Ca(b) 6166.93983924 6166.422 0.755720724249 -4.21082133809 2457640.495 0.139796606242
V(b) 6199.74254076 6199.2273 0.570472327852 -4.46988778675 2457640.495 0.0342539823811
Sc(b) 6211.19247089 6210.6865 0.673971670068 -4.9636637422 2457640.495 0.107155218379
V(d) 6216.86401379 6216.3595 0.632855102909 -5.05628683769 2457640.495 0.107155218379
Co 6250.08106705 6249.5426 0.803576319689 -3.55568997068 2457640.495 0.0126593353955
V(f) 6252.34661613 6251.8362 0.586784705387 -4.91122174838 2457640.495 0.0126593353955
Ti 6261.62251037 6261.1265 0.577864466198 -5.63781167321 2457640.495 0.0255457652591
La 6262.80560971 6262.2919 0.843788022955 -4.79433398394 2457640.495 0.0255457652591
