Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6153.62644486 6154.2113 0.730972836114 -0.905996641215 2457788.911 0.0329506617724
Si 6154.50158448 6155.116 0.89987686832 -2.34257723649 2457788.911 0.0329506617724
Ca(a) 6155.41601763 6156.01 0.897058279073 -1.34246225146 2457788.911 0.0329506617724
Ca(b) 6165.82484678 6166.422 0.777793186055 -1.44784999973 2457788.911 0.0705225002004
V(b) 6198.60363996 6199.2273 0.676204899895 -2.57685989897 2457788.911 0.0326805823048
Sc(b) 6210.07883023 6210.6865 0.735981226 -1.74878283198 2457788.911 0.117306480701
V(d) 6215.74570403 6216.3595 0.695416794454 -2.01764465616 2457788.911 0.117306480701
Co 6248.95714947 6249.5426 0.858028043503 -0.499681999232 2457788.911 0.0573873108669
V(f) 6251.22552639 6251.8362 0.682521128514 -1.69972394972 2457788.911 0.0573873108669
Ti 6260.50204967 6261.1265 0.641426442811 -2.31635062915 2457788.911 0.0392413983887
La 6261.6983608 6262.2919 0.881132526356 -0.82996051531 2457788.911 0.0392413983887
