Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.6132871 6154.2113 0.701905150611 -2.97029141808 2458040.484 0.218568270554
Si 6155.55780562 6155.116 0.857152184473 -1.03241944826 2458040.484 0.218568270554
Ca(a) 6156.46078516 6156.01 0.855593160045 -0.597948166804 2458040.484 0.218568270554
Ca(b) 6166.79377351 6166.422 0.797443629142 -4.47900364102 2458040.484 0.240456001555
Sc(a) 6193.99065363 6193.6502 0.863581731498 -6.07554854896 2458040.484 0.359751334761
V(b) 6199.5864034 6199.2273 0.656580745756 -5.18786319331 2458040.484 0.359751334761
Sc(b) 6211.08865233 6210.6865 0.664438416611 -3.14049849335 2458040.484 0.725367078698
V(d) 6216.78971244 6216.3595 0.76555540014 -1.80405217827 2458040.484 0.725367078698
V(f) 6252.24741847 6251.8362 0.595819108252 -2.83331094282 2458040.484 0.306062830847
Ti 6261.53471423 6261.1265 0.579824819466 -3.00653727374 2458040.484 0.0109952208966
La 6262.72923207 6262.2919 0.840092481081 -1.61526445779 2458040.484 0.0109952208966
