Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.68175585 6154.2113 0.644085199606 -4.85463818079 2457612.575 0.0769361165069
Si 6155.59152096 6155.116 0.799578571981 -4.61113556979 2457612.575 0.0769361165069
Ca(a) 6156.4664088 6156.01 0.782072034993 -5.54589175 2457612.575 0.0769361165069
Ca(b) 6166.87833882 6166.422 0.720353094404 -5.58685211977 2457612.575 0.299464394712
V(b) 6199.63782056 6199.2273 0.578012214753 -7.92162588832 2457612.575 0.239309599953
Sc(b) 6211.14256056 6210.6865 0.661148851449 -5.75852397851 2457612.575 0.0995701592931
V(d) 6216.80581055 6216.3595 0.621524242816 -6.24916140681 2457612.575 0.0995701592931
Co 6250.04525259 6249.5426 0.79653211498 -3.65890960181 2457612.575 0.110659147034
V(f) 6252.28513757 6251.8362 0.609708934308 -6.24532557559 2457612.575 0.110659147034
Ti 6261.48893439 6261.1265 0.588823887489 -10.4220646374 2457612.575 0.0255080515684
