Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6153.75584465 6154.2113 0.707337379088 -4.78213078268 2457137.789 0.0386209486368
Si 6154.67189711 6155.116 0.892580645498 -4.22554955749 2457137.789 0.0386209486368
Ca(a) 6155.5673771 6156.01 0.867108679419 -4.15028157107 2457137.789 0.0386209486368
Ca(b) 6165.96374186 6166.422 0.736513502145 -4.87452369553 2457137.789 0.0935601413932
Sc(a) 6193.20895798 6193.6502 0.908810687239 -3.95230891925 2457137.789 0.0405139930555
V(b) 6198.74584553 6199.2273 0.637571091506 -5.87908763665 2457137.789 0.0405139930555
Sc(b) 6210.20832997 6210.6865 0.683116559531 -5.67744799332 2457137.789 0.19373721842
V(d) 6215.86619874 6216.3595 0.683169528005 -6.38659881991 2457137.789 0.19373721842
Co 6249.079317 6249.5426 0.826895724199 -4.81921177747 2457137.789 0.0803864969739
V(f) 6251.34270579 6251.8362 0.624883920152 -6.26076507676 2457137.789 0.0803864969739
Ti 6260.62538888 6261.1265 0.59030215858 -6.59058925254 2457137.789 0.0320637875471
La 6261.80013414 6262.2919 0.862275777966 -6.13842894879 2457137.789 0.0320637875471
