Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.71374542 6154.2113 0.699841347535 -4.46923910424 2457647.588 0.0218962544546
Si 6155.61499031 6155.116 0.883577010117 -4.64124076758 2457647.588 0.0218962544546
Ca(a) 6156.51993888 6156.01 0.872208644213 -4.11121774576 2457647.588 0.0218962544546
Ca(b) 6166.93058918 6166.422 0.740902368463 -4.21884212182 2457647.588 0.116036898632
V(b) 6199.70242746 6199.2273 0.641436459141 -5.96909623172 2457647.588 0.0167300135209
Sc(b) 6211.18378862 6210.6865 0.676026756084 -4.94105060068 2457647.588 0.102083153902
V(d) 6216.87125218 6216.3595 0.671959407748 -4.26496387073 2457647.588 0.102083153902
Co 6250.05479865 6249.5426 0.819771162035 -4.37466546622 2457647.588 0.0347418939716
V(f) 6252.33092735 6251.8362 0.620736307095 -5.22206164772 2457647.588 0.0347418939716
Ti 6261.61712164 6261.1265 0.545432345187 -5.45401091685 2457647.588 0.0424749209651
La 6262.78775221 6262.2919 0.79556147999 -5.20781115594 2457647.588 0.0424749209651
