Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.75627665 6154.2113 0.719877999259 -0.626964579763 2458023.539 0.10549438732
Si 6155.71524972 6155.116 0.8878152156 2.01439690606 2458023.539 0.10549438732
Ca(b) 6166.9497878 6166.422 0.739849736917 -1.51581777882 2458023.539 0.205892107679
Sc(a) 6194.14527441 6193.6502 0.903975777209 -3.21322765038 2458023.539 0.0627186805597
V(b) 6199.74902837 6199.2273 0.672072590386 -1.94493225409 2458023.539 0.0627186805597
Sc(b) 6211.2458894 6210.6865 0.7206144029 -0.172344330749 2458023.539 0.20950178124
V(d) 6216.88932152 6216.3595 0.699029484263 -1.62394226532 2458023.539 0.20950178124
Co 6250.12566751 6249.5426 0.833196164966 0.796289019896 2458023.539 0.161790529928
V(f) 6252.41114524 6251.8362 0.668248267439 0.396265911778 2458023.539 0.161790529928
Ti 6261.65112731 6261.1265 0.635042020585 -2.0556394184 2458023.539 0.116367577984
