Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6153.62802613 6154.2113 0.721424049123 -0.865914132185 2457788.93 0.0357787202361
Si 6154.4879153 6155.116 0.898582498921 -3.04581208135 2457788.93 0.0357787202361
Ca(a) 6155.41194058 6156.01 0.892257672296 -1.57814868119 2457788.93 0.0357787202361
Ca(b) 6165.82788523 6166.422 0.78033448119 -1.33702759543 2457788.93 0.0641291920049
V(b) 6198.59483571 6199.2273 0.686189993035 -3.03992520411 2457788.93 0.0338923110635
Sc(b) 6210.07388189 6210.6865 0.731941230849 -2.02480640524 2457788.93 0.201318891241
V(d) 6215.74150681 6216.3595 0.691996403654 -2.25720116886 2457788.93 0.201318891241
Co 6248.94429613 6249.5426 0.862510085062 -1.15368756756 2457788.93 0.0991238582573
V(f) 6251.22370938 6251.8362 0.67511307454 -1.82391495179 2457788.93 0.0991238582573
Ti 6260.49870616 6261.1265 0.645525034442 -2.51355368406 2457788.93 0.0216439585127
La 6261.71190701 6262.2919 0.884933383029 -0.218018629809 2457788.93 0.0216439585127
