Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.71785171 6154.2113 0.692241510072 -4.72306939265 2457627.513 0.0458388929386
Si 6155.61274396 6155.116 0.870437909197 -5.20472816349 2457627.513 0.0458388929386
Ca(a) 6156.52865289 6156.01 0.872772257153 -4.14055921952 2457627.513 0.0458388929386
Ca(b) 6166.9434028 6166.422 0.738092201461 -4.04945187681 2457627.513 0.187122381357
Sc(a) 6194.14297961 6193.6502 0.910058582443 -5.54738016817 2457627.513 0.0329362499254
V(b) 6199.69927428 6199.2273 0.598287872672 -6.57568838668 2457627.513 0.0329362499254
Sc(b) 6211.18228521 6210.6865 0.677596510765 -5.46767111294 2457627.513 0.118857316515
V(d) 6216.86140049 6216.3595 0.630273186129 -5.19440434765 2457627.513 0.118857316515
Co 6250.03448158 6249.5426 0.826858738369 -5.80395620354 2457627.513 0.0235923838601
V(f) 6252.32282978 6251.8362 0.615740573982 -6.06463118595 2457627.513 0.0235923838601
Ti 6261.6285032 6261.1265 0.569186031006 -5.36266693927 2457627.513 0.0572708507043
La 6262.79469432 6262.2919 0.838753610012 -5.32924421443 2457627.513 0.0572708507043
