Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.71346189 6154.2113 0.70788713955 -4.46806016016 2457647.574 0.0351456779774
Si 6155.61314409 6155.116 0.88677073544 -4.71622548922 2457647.574 0.0351456779774
Ca(a) 6156.52487474 6156.01 0.874103986692 -3.85567920378 2457647.574 0.0351456779774
Ca(b) 6166.92591416 6166.422 0.733263715931 -4.43128433921 2457647.574 0.0449506089937
Sc(a) 6194.1635207 6193.6502 0.894917812485 -4.08343743583 2457647.574 0.0565304415321
V(b) 6199.70623235 6199.2273 0.63121368948 -5.76996526149 2457647.574 0.0565304415321
Sc(b) 6211.19132644 6210.6865 0.657494652969 -4.56194509874 2457647.574 0.133634362946
V(d) 6216.8738568 6216.3595 0.663020162875 -4.1242657995 2457647.574 0.133634362946
Co 6250.08153018 6249.5426 0.807687250907 -3.07645798274 2457647.574 0.134071573756
V(f) 6252.33780757 6251.8362 0.608787508625 -4.87690842001 2457647.574 0.134071573756
Ti 6261.61736605 6261.1265 0.539650940577 -5.42730027908 2457647.574 0.0360752657126
La 6262.77547519 6262.2919 0.788955356371 -5.78095166341 2457647.574 0.0360752657126
