Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.07164752 6154.2113 0.749774426953 -2.01665444354 2457165.623 0.170202659948
Si 6154.97418792 6155.116 0.87405709711 -2.12091282019 2457165.623 0.170202659948
Ca(a) 6155.83268978 6156.01 0.897291496631 -3.84983502008 2457165.623 0.170202659948
Ca(b) 6166.33470416 6166.422 0.769605619181 0.544006805864 2457165.623 0.0532749472055
Sc(a) 6193.48583538 6193.6502 0.877998586455 -3.17028025412 2457165.623 0.0636895651415
V(b) 6199.0569289 6199.2273 0.69166422081 -3.45379057468 2457165.623 0.0636895651415
Sc(b) 6210.49111826 6210.6865 0.618038024376 -4.6466879527 2457165.623 0.33216252766
V(d) 6216.20909327 6216.3595 0.6763425173 -2.4675922136 2457165.623 0.33216252766
Co 6249.3777615 6249.5426 0.831673088742 -3.12182714119 2457165.623 0.136643439535
V(f) 6251.67621275 6251.8362 0.657528452018 -2.88613240759 2457165.623 0.136643439535
Ti 6260.91504879 6261.1265 0.517046016619 -5.34062126258 2457165.623 0.294975483408
