Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.67796721 6154.2113 0.693910079048 -4.95832319914 2457612.544 0.0287917529151
Si 6155.56842183 6155.116 0.870500018829 -5.65598580118 2457612.544 0.0287917529151
Ca(a) 6156.49079562 6156.01 0.872712142041 -4.27645215694 2457612.544 0.0287917529151
Ca(b) 6166.88084128 6166.422 0.701900835073 -5.3841058773 2457612.544 0.181717949679
Sc(a) 6194.1110315 6193.6502 0.903226177127 -5.38584123744 2457612.544 0.0447873459087
V(b) 6199.66705336 6199.2273 0.59155866792 -6.42595937241 2457612.544 0.0447873459087
Sc(b) 6211.14144879 6210.6865 0.669842570162 -5.73122681221 2457612.544 0.0230063970294
V(d) 6216.81390411 6216.3595 0.631062873611 -5.77756793454 2457612.544 0.0230063970294
Co 6250.00735599 6249.5426 0.826816895278 -5.39707967106 2457612.544 0.0530836701051
V(f) 6252.28536403 6251.8362 0.606430234131 -6.15345886549 2457612.544 0.0530836701051
Ti 6261.56609298 6261.1265 0.549627948831 -6.64403405314 2457612.544 0.0734227833525
