Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.70760996 6154.2113 0.712716077314 -4.73532496841 2457647.559 0.0188149352219
Si 6155.61800805 6155.116 0.892976788075 -4.46115645791 2457647.559 0.0188149352219
Ca(a) 6156.52084674 6156.01 0.875895129463 -4.03397516735 2457647.559 0.0188149352219
Ca(b) 6166.93231967 6166.422 0.732825958385 -4.10165248318 2457647.559 0.107378248072
Sc(a) 6194.14516331 6193.6502 0.887080954736 -4.9546089235 2457647.559 0.0174902378988
V(b) 6199.71098882 6199.2273 0.625514483745 -5.52178494261 2457647.559 0.0174902378988
Sc(b) 6211.18744325 6210.6865 0.661596335645 -4.73151793829 2457647.559 0.0341198172907
V(d) 6216.87002965 6216.3595 0.669048940195 -4.29096298907 2457647.559 0.0341198172907
Co 6250.06867762 6249.5426 0.810383283481 -3.6754259553 2457647.559 0.0420674442734
V(f) 6252.33330637 6251.8362 0.609217687481 -5.07490239616 2457647.559 0.0420674442734
Ti 6261.61291791 6261.1265 0.552784947038 -5.62243170779 2457647.559 0.065679148667
La 6262.77318516 6262.2919 0.805693605086 -5.87265715524 2457647.559 0.065679148667
