Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.58986074 6154.2113 0.69126976751 -5.46025889873 2457596.556 0.019022109146
Si 6155.50825403 6155.116 0.877036064081 -4.7955613432 2457596.556 0.019022109146
Ca(a) 6156.40615335 6156.01 0.868465939102 -4.60831257939 2457596.556 0.019022109146
Ca(b) 6166.82058297 6166.422 0.750977643824 -4.52270754488 2457596.556 0.012386421142
Sc(a) 6194.0294143 6193.6502 0.906509508362 -5.54610944187 2457596.556 0.0456163057714
V(b) 6199.5901646 6199.2273 0.582833241175 -6.35384674133 2457596.556 0.0456163057714
Sc(b) 6211.06752012 6210.6865 0.658952251355 -5.50926550631 2457596.556 0.0511390015474
V(d) 6216.73101577 6216.3595 0.594245522805 -5.98473897673 2457596.556 0.0511390015474
Co 6249.93906133 6249.5426 0.800516576015 -4.88246316862 2457596.556 0.0223706815617
V(f) 6252.19867835 6251.8362 0.582449805354 -6.52014929373 2457596.556 0.0223706815617
Ti 6261.48618782 6261.1265 0.534846620989 -6.67966580242 2457596.556 0.0249195030962
La 6262.68365989 6262.2919 0.790972774838 -5.14643556348 2457596.556 0.0249195030962
