Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.77859926 6154.2113 0.680049888354 -0.252802073987 2458019.509 0.0322028044316
Si 6155.63065128 6155.116 0.872755679911 -2.8229261949 2458019.509 0.0322028044316
Ca(a) 6156.58086437 6156.01 0.89251336218 -0.08714422592 2458019.509 0.0322028044316
Ca(b) 6166.98140133 6166.422 0.760833878065 -0.691801653902 2458019.509 0.223614264071
Sc(a) 6194.22140286 6193.6502 0.902680520599 -0.239816513991 2458019.509 0.0514775559364
V(b) 6199.76333953 6199.2273 0.636315155631 -1.96637052632 2458019.509 0.0514775559364
Sc(b) 6211.23628315 6210.6865 0.668660709333 -1.35036329086 2458019.509 0.0319062823409
V(d) 6216.8902306 6216.3595 0.679063041973 -2.29407011991 2458019.509 0.0319062823409
Co 6250.10746197 6249.5426 0.84849144723 -0.79164085635 2458019.509 0.0311884571758
V(f) 6252.3861251 6251.8362 0.625055659053 -1.51834821004 2458019.509 0.0311884571758
Ti 6261.65147808 6261.1265 0.588711221361 -2.75283282558 2458019.509 0.075766251393
La 6262.83359289 6262.2919 0.869977591606 -1.95677745713 2458019.509 0.075766251393
