Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.76021578 6154.2113 0.689395091052 -0.655943679373 2458022.557 0.0331648079902
Si 6155.62280311 6155.116 0.889842517864 -2.71244556625 2458022.557 0.0331648079902
Ca(a) 6156.58728064 6156.01 0.897001087054 0.718539330894 2458022.557 0.0331648079902
Ca(b) 6166.97454177 6166.422 0.733364273706 -0.532522918883 2458022.557 0.285195196043
V(b) 6199.7267209 6199.2273 0.656270370525 -3.245460399 2458022.557 0.132273677779
Sc(b) 6211.2291944 6210.6865 0.644755272777 -1.19977705368 2458022.557 0.144770539137
V(d) 6216.87512007 6216.3595 0.664883972581 -2.5303008006 2458022.557 0.144770539137
Co 6250.07568778 6249.5426 0.883113925607 -1.82391358344 2458022.557 0.123776331149
V(f) 6252.35405384 6251.8362 0.607749272455 -2.56431653166 2458022.557 0.123776331149
Ti 6261.64297856 6261.1265 0.595135597601 -2.66708451661 2458022.557 0.0435158305055
La 6262.77566078 6262.2919 0.888878611821 -4.23906096935 2458022.557 0.0435158305055
