Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.79479196 6154.2113 0.688857318616 -1.16945445529 2458001.529 0.0336279703034
Si 6155.6800261 6155.116 0.894662061601 -2.12240022616 2458001.529 0.0336279703034
Ca(a) 6156.60411943 6156.01 0.872727219537 -0.659858504232 2458001.529 0.0336279703034
Ca(b) 6167.01524767 6166.422 0.76134289038 -0.75115726465 2458001.529 0.0997729469251
Sc(a) 6194.23437626 6193.6502 0.90738668401 -1.31742758017 2458001.529 0.0605399784109
V(b) 6199.78318124 6199.2273 0.609591764872 -2.71216822048 2458001.529 0.0605399784109
Sc(b) 6211.2620766 6210.6865 0.671775999386 -1.8104407915 2458001.529 0.0796869897843
V(d) 6216.92730197 6216.3595 0.676599759634 -2.21101470168 2458001.529 0.0796869897843
Co 6250.14062391 6249.5426 0.846904785924 -0.905751417105 2458001.529 0.0436130912037
V(f) 6252.40288864 6251.8362 0.619759659731 -2.41993436587 2458001.529 0.0436130912037
Ti 6261.68384768 6261.1265 0.571887408569 -2.9078531242 2458001.529 0.0483539917449
