Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.72590124 6154.2113 0.70433743473 -4.41067819122 2457640.538 0.0407844583333
Si 6155.63426523 6155.116 0.883376027732 -4.23578272431 2457640.538 0.0407844583333
Ca(a) 6156.52320374 6156.01 0.884761151083 -4.48611164009 2457640.538 0.0407844583333
Ca(b) 6166.94040234 6166.422 0.746795948662 -4.27542614861 2457640.538 0.103439526549
Sc(a) 6194.1638735 6193.6502 0.890512457284 -4.61534908085 2457640.538 0.0758507014478
V(b) 6199.72708041 6199.2273 0.587095654871 -5.31006249817 2457640.538 0.0758507014478
Sc(b) 6211.1885224 6210.6865 0.669302340321 -5.24639107045 2457640.538 0.068711750599
V(d) 6216.87238843 6216.3595 0.656959125491 -4.74412883931 2457640.538 0.068711750599
Co 6250.07582912 6249.5426 0.818642463412 -3.89912919748 2457640.538 0.069903552742
V(f) 6252.34602948 6251.8362 0.592359113579 -5.031372339 2457640.538 0.069903552742
Ti 6261.61977905 6261.1265 0.569220273232 -5.86068233975 2457640.538 0.0498450370944
La 6262.80498772 6262.2919 0.852775386935 -4.9161306848 2457640.538 0.0498450370944
