Line Antares_WL Other_WL Intensity Velocity Julian day
Na 6154.72709354 6154.2113 0.6987642576 -4.32355695833 2457640.523 0.0246751394483
Si 6155.62309764 6155.116 0.88145186624 -4.75109035281 2457640.523 0.0246751394483
Ca(a) 6156.52322552 6156.01 0.880415758068 -4.45605031929 2457640.523 0.0246751394483
Ca(b) 6166.94856354 6166.422 0.74711366527 -3.84937911572 2457640.523 0.0604156012116
V(b) 6199.72857817 6199.2273 0.617084747861 -5.20858142441 2457640.523 0.0551468340783
Sc(b) 6211.19930086 6210.6865 0.683763300427 -4.69674971845 2457640.523 0.0665427274696
V(d) 6216.87350136 6216.3595 0.654846184996 -4.66141897011 2457640.523 0.0665427274696
Co 6250.07049664 6249.5426 0.830661872801 -4.1261066199 2457640.523 0.0500837167389
V(f) 6252.34553776 6251.8362 0.62559110618 -5.02596822225 2457640.523 0.0500837167389
Ti 6261.62780386 6261.1265 0.566343541519 -5.44717572364 2457640.523 0.062463753824
La 6262.80080337 6262.2919 0.839169224583 -5.08758518945 2457640.523 0.062463753824
